report_date,product,put_call,contract,strike,volume,oi,oi_change,oi_prev
20260902,standard,Call,2611,76500,0,280,0,280
20260902,standard,Put,2610,53000,155,1403,121,1282
20260902,standard,Call,2611,77000,1,121,0,121
20260902,standard,Put,2610,53250,0,51,0,51
20260902,standard,Call,2611,78000,9,107,1,106
20260902,standard,Put,2610,53500,10,339,6,333
20260902,standard,Call,2611,79000,0,2,0,2
20260902,standard,Put,2610,53750,0,16,0,16
20260902,standard,Call,2611,80000,0,92,0,92
20260902,standard,Put,2610,54000,88,743,20,723
20260902,standard,Call,2611,82500,0,1,0,1
20260902,standard,Put,2610,54250,0,59,0,59
20260902,standard,Call,2611,85000,1,4,0,4
20260902,standard,Put,2610,54500,970,1548,941,607
20260902,standard,Call,2611,87500,0,4,0,4
20260902,standard,Put,2610,54750,0,19,0,19
20260902,standard,Call,2611,90000,13,19,11,8
20260902,standard,Put,2610,55000,897,2915,366,2549
20260902,standard,Call,2611,92500,0,1,0,1
20260902,standard,Put,2610,55250,0,47,0,47
20260902,standard,Call,2611,95000,0,6,0,6
20260902,standard,Put,2610,55500,43,252,-1,253
20260902,standard,Call,2611,100000,0,15,0,15
20260902,standard,Put,2610,55750,0,40,0,40
20260902,standard,Put,2610,56000,362,757,317,440
20260902,standard,Put,2610,56250,0,45,0,45
20260902,standard,Put,2610,56500,3,404,0,404
20260902,standard,Put,2610,56750,13,89,4,85
20260902,standard,Put,2610,57000,28,746,4,742
20260902,standard,Put,2610,57250,0,83,0,83
20260902,standard,Put,2610,57500,21,303,3,300
20260902,standard,Put,2610,57750,0,70,0,70
20260902,standard,Put,2610,58000,388,2074,274,1800
20260902,standard,Put,2610,58250,0,114,0,114
20260902,standard,Put,2610,58375,0,463,0,463
20260902,standard,Put,2610,58500,0,161,0,161
20260902,standard,Put,2610,58625,0,20,0,20
20260902,standard,Put,2610,58750,0,32,0,32
20260902,standard,Put,2610,58875,0,2,0,2
20260902,standard,Put,2610,59000,221,456,112,344
20260902,standard,Put,2610,59125,0,63,0,63
20260902,standard,Put,2610,59250,0,141,0,141
20260902,standard,Put,2610,59375,0,3,0,3
20260902,standard,Put,2610,59500,37,51,3,48
20260902,standard,Put,2610,59625,0,17,0,17
20260902,standard,Put,2610,59750,2,14,0,14
20260902,standard,Put,2610,59875,0,21,0,21
20260902,standard,Put,2610,60000,78,3091,23,3068
20260902,standard,Put,2610,60125,0,5,0,5
20260902,standard,Put,2610,60250,0,21,0,21
20260902,standard,Put,2610,60375,554,878,554,324
20260902,standard,Put,2610,60500,85,221,85,136
20260902,standard,Put,2610,60625,0,3,0,3
20260902,standard,Put,2610,60750,0,51,0,51
20260902,standard,Put,2610,60875,4,4,-3,7
20260902,standard,Put,2610,61000,83,888,5,883
20260902,standard,Put,2610,61125,0,14,0,14
20260902,standard,Put,2610,61250,11,106,7,99
20260902,standard,Put,2610,61375,6,109,6,103
20260902,standard,Put,2610,61500,8,5,1,4
20260902,standard,Put,2610,61625,6,104,6,98
20260902,standard,Put,2610,61750,5,63,0,63
20260902,standard,Put,2610,61875,0,22,0,22
20260902,standard,Put,2610,62000,90,1145,30,1115
20260902,standard,Put,2610,62250,4,63,-1,64
20260902,standard,Put,2610,62375,0,6,0,6
20260902,standard,Put,2610,62500,21,652,1,651
20260902,standard,Put,2610,62625,7,130,7,123
20260902,standard,Put,2610,62750,0,40,0,40
20260902,standard,Put,2610,62875,0,6,0,6
20260902,standard,Put,2610,63000,138,626,88,538
20260902,standard,Put,2610,63250,0,110,0,110
20260902,standard,Put,2610,63375,232,237,232,5
20260902,standard,Put,2610,63500,0,32,0,32
20260902,standard,Put,2610,63625,6,0,-6,6
20260902,standard,Put,2610,63750,0,20,0,20
20260902,standard,Put,2610,63875,0,55,0,55
20260902,standard,Put,2610,64000,777,1588,524,1064
20260902,standard,Put,2610,64250,107,104,97,7
20260902,standard,Put,2610,64500,36,460,19,441
20260902,standard,Put,2610,64750,0,4,0,4
20260902,standard,Put,2610,65000,22,1747,0,1747
20260902,standard,Put,2610,65250,0,9,0,9
20260902,standard,Put,2610,65375,0,231,0,231
20260902,standard,Put,2610,65500,1,141,0,141
20260902,standard,Put,2610,65750,0,51,0,51
20260902,standard,Put,2610,66000,94,1044,7,1037
20260902,standard,Put,2610,66500,0,93,0,93
20260902,standard,Put,2610,67000,1,511,0,511
20260902,standard,Put,2610,67500,0,38,0,38
20260902,standard,Put,2610,67625,0,6,0,6
20260902,standard,Put,2610,67750,0,9,0,9
20260902,standard,Put,2610,68000,0,541,0,541
20260902,standard,Put,2610,68500,0,3,0,3
20260902,standard,Put,2610,69000,0,210,0,210
20260902,standard,Put,2610,70000,0,101,0,101
20260902,standard,Put,2610,72500,0,1,0,1
20260902,standard,Put,2610,73000,4,14,4,10
20260902,standard,Put,2610,79000,0,1,0,1
20260902,standard,Put,2610,85000,0,26,0,26
20260902,standard,Put,2611,20000,6,65,0,65
20260902,standard,Put,2611,25000,98,99,0,99
20260902,standard,Put,2611,27000,0,6,0,6
20260902,standard,Put,2611,28000,0,26,0,26
20260902,standard,Put,2611,29000,0,304,0,304
20260902,standard,Put,2611,30000,465,1613,404,1209
20260902,standard,Put,2611,35000,639,635,614,21
20260902,standard,Put,2611,37000,0,2,0,2
20260902,standard,Put,2611,38000,0,3,0,3
20260902,standard,Put,2611,39000,0,100,0,100
20260902,standard,Put,2611,40000,2,106,2,104
20260902,standard,Put,2611,41000,2,106,1,105
20260902,standard,Put,2611,42000,0,352,0,352
20260902,standard,Put,2611,43000,3,259,3,256
20260902,standard,Put,2611,44000,0,104,0,104
20260902,standard,Put,2611,44500,0,1,0,1
20260902,standard,Put,2611,44750,0,6,0,6
20260902,standard,Put,2611,45000,307,812,307,505
20260902,standard,Put,2611,45250,0,3,0,3
20260902,standard,Put,2611,45500,0,4,0,4
20260902,standard,Put,2611,45750,0,2,0,2
20260902,standard,Put,2611,46000,0,128,0,128
20260902,standard,Put,2611,46250,0,4,0,4
20260902,standard,Put,2611,46500,0,3,0,3
20260902,standard,Put,2611,46750,0,4,0,4
20260902,standard,Put,2611,47000,0,105,0,105
20260902,standard,Put,2611,47250,0,31,0,31
20260902,standard,Put,2611,47500,0,130,0,130
20260902,standard,Put,2611,47750,0,78,0,78
20260902,standard,Put,2611,48000,1,163,0,163
20260902,standard,Put,2611,48250,2,3,0,3
20260902,standard,Put,2611,48500,0,3,0,3
20260902,standard,Put,2611,48750,25,127,14,113
20260902,standard,Put,2611,49000,0,214,0,214
20260902,standard,Put,2611,49250,0,99,0,99
20260902,standard,Put,2611,49500,0,232,0,232
20260902,standard,Put,2611,49750,0,31,0,31
20260902,standard,Put,2611,50000,118,451,102,349
20260902,standard,Put,2611,50250,0,62,0,62
20260902,standard,Put,2611,50500,3,144,0,144
20260902,standard,Put,2611,50750,0,66,0,66
20260902,standard,Put,2611,51000,0,611,0,611
20260902,standard,Put,2611,51250,0,10,0,10
20260902,standard,Put,2611,51500,0,356,0,356
20260902,standard,Put,2611,51750,0,17,0,17
20260902,standard,Put,2611,52000,45,1683,1,1682
20260902,standard,Put,2611,52250,0,8,0,8
20260902,standard,Put,2611,52500,19,362,12,350
20260902,standard,Put,2611,52750,0,16,0,16
20260902,standard,Put,2611,53000,32,167,0,167
20260902,standard,Put,2611,53250,0,18,0,18
20260902,standard,Put,2611,53500,0,401,0,401
20260902,standard,Put,2611,53750,0,40,0,40
20260902,standard,Put,2611,54000,1,630,0,630
20260902,standard,Put,2611,54250,0,16,0,16
20260902,standard,Put,2611,54500,600,1001,600,401
20260902,standard,Put,2611,54750,0,10,0,10
20260902,standard,Put,2611,55000,0,52,0,52
20260902,standard,Put,2611,55250,0,30,0,30
20260902,standard,Put,2611,55500,0,154,0,154
20260902,standard,Put,2611,55750,0,34,0,34
20260902,standard,Put,2611,56000,102,714,102,612
20260902,standard,Put,2611,56250,6,15,5,10
20260902,standard,Put,2611,56500,0,53,0,53
20260902,standard,Put,2611,56750,0,29,0,29
20260902,standard,Put,2611,57000,100,615,-100,715
20260902,standard,Put,2611,57250,0,66,0,66
20260902,standard,Put,2611,57500,0,424,0,424
20260902,standard,Put,2611,57750,0,12,0,12
20260902,standard,Put,2611,58000,0,482,0,482
20260902,standard,Put,2611,58250,0,63,0,63
20260902,standard,Put,2611,58500,9,162,6,156
20260902,standard,Put,2611,59000,0,242,0,242
20260902,standard,Put,2611,59500,0,1959,0,1959
20260902,standard,Put,2611,59750,0,1,0,1
20260902,standard,Put,2611,60000,8,607,8,599
20260902,standard,Put,2611,60500,0,103,0,103
20260902,standard,Put,2611,60750,0,28,0,28
20260902,standard,Put,2611,61000,0,521,0,521
20260902,standard,Put,2611,61250,0,14,0,14
20260902,standard,Put,2611,61500,0,18,-5,23
20260902,standard,Put,2611,62000,250,1295,250,1045
20260902,standard,Put,2611,62500,0,147,0,147
20260902,standard,Put,2611,63000,150,550,150,400
20260902,standard,Put,2611,64000,203,626,103,523
20260902,standard,Put,2611,64500,40,300,-40,340
20260902,standard,Put,2611,65000,0,1001,0,1001
20260902,standard,Put,2611,65500,0,100,0,100
20260902,standard,Put,2611,66000,0,1420,0,1420
20260902,standard,Put,2611,66500,0,239,0,239
20260902,standard,Put,2611,67000,0,870,0,870
20260902,standard,Put,2611,67500,0,4,0,4
20260902,standard,Put,2611,68375,0,16,0,16
20260902,standard,Put,2611,68500,0,478,0,478
20260902,standard,Put,2611,69000,0,450,0,450
20260902,standard,Put,2611,69500,0,1,0,1
20260902,standard,Put,2611,70000,0,460,0,460
20260902,standard,Put,2611,70750,0,160,0,160
20260902,standard,Put,2611,72500,0,330,0,330
20260902,standard,Put,2611,79500,0,2,0,2
20260902,mini,Put,260903,58875,2584,3234,241,2993
20260902,mini,Call,260903,63250,0,14,0,14
20260902,mini,Put,260903,59000,365,262,4,258
20260902,mini,Call,260903,64000,111,6,6,0
20260902,mini,Put,260903,59125,0,1,0,1
20260902,mini,Call,260903,64250,50,10,10,0
20260902,mini,Put,260903,59250,6,34,0,34
20260902,mini,Call,260903,64375,1,1,1,0
20260902,mini,Put,260903,59375,2,14,0,14
20260902,mini,Call,260903,64500,463,308,294,14
20260902,mini,Put,260903,59500,47,79,25,54
20260902,mini,Call,260903,64750,110,47,45,2
20260902,mini,Put,260903,59625,1,4,0,4
20260902,mini,Call,260903,64875,34,3,3,0
20260902,mini,Put,260903,59750,8,17,2,15
20260902,mini,Call,260903,65000,883,123,90,33
20260902,mini,Put,260903,59875,0,78,0,78
20260902,mini,Call,260903,65125,366,262,262,0
20260902,mini,Put,260903,60000,1827,885,137,748
20260902,mini,Call,260903,65250,188,86,71,15
20260902,mini,Put,260903,60125,8,13,2,11
20260902,mini,Call,260903,65375,4,1,-2,3
20260902,mini,Put,260903,60250,13,17,11,6
20260902,mini,Call,260903,65500,708,289,274,15
20260902,mini,Put,260903,60375,10,6,5,1
20260902,mini,Call,260903,65625,23,4,2,2
20260902,mini,Put,260903,60500,159,149,64,85
20260902,mini,Call,260903,65750,268,129,111,18
20260902,mini,Put,260903,60625,48,7,7,0
20260902,mini,Call,260903,65875,34,5,5,0
20260902,mini,Put,260903,60750,91,46,36,10
20260902,mini,Call,260903,66000,2955,1737,1487,250
20260902,mini,Put,260903,60875,61,43,27,16
20260902,mini,Call,260903,66125,3,97,0,97
20260902,mini,Put,260903,61000,1705,458,156,302
20260902,mini,Call,260903,66250,69,84,9,75
20260902,mini,Put,260903,61125,150,92,77,15
20260902,mini,Call,260903,66375,10,59,0,59
20260902,mini,Put,260903,61250,192,173,90,83
20260902,mini,Call,260903,66500,823,382,167,215
20260902,mini,Put,260903,61375,11,41,7,34
20260902,mini,Call,260903,66625,0,32,0,32
20260902,mini,Put,260903,61500,1228,526,83,443
20260902,mini,Call,260903,66750,93,149,16,133
20260902,mini,Put,260903,61625,20,31,1,30
20260902,mini,Call,260903,66875,12,86,11,75
20260902,mini,Put,260903,61750,43,59,25,34
20260902,mini,Call,260903,67000,2179,1030,555,475
20260902,mini,Put,260903,61875,95,35,25,10
20260902,mini,Call,260903,67125,2,484,0,484
20260902,mini,Put,260903,62000,2208,710,327,383
20260902,mini,Call,260903,67250,217,179,41,138
20260902,mini,Put,260903,62125,28,24,18,6
20260902,mini,Call,260903,67375,45,31,15,16
20260902,mini,Put,260903,62250,35,48,4,44
20260902,mini,Call,260903,67500,911,910,68,842
20260902,mini,Put,260903,62375,1,4,1,3
20260902,mini,Call,260903,67625,5,15,-1,16
20260902,mini,Put,260903,62500,598,437,91,346
20260902,mini,Call,260903,67750,168,438,55,383
20260902,mini,Put,260903,62625,28,15,3,12
20260902,mini,Call,260903,67875,1,1,0,1
20260902,mini,Put,260903,62750,301,173,36,137
20260902,mini,Call,260903,68000,1329,621,18,603
20260902,mini,Put,260903,62875,84,46,13,33
20260902,mini,Call,260903,68125,18,17,-7,24
20260902,mini,Put,260903,63000,2823,953,123,830
20260902,mini,Call,260903,68250,212,209,84,125
20260902,mini,Put,260903,63125,3,20,-1,21
20260902,mini,Call,260903,68375,37,25,20,5
20260902,mini,Put,260903,63250,42,91,13,78
20260902,mini,Call,260903,68500,451,358,40,318
20260902,mini,Put,260903,63375,3,3,1,2
20260902,mini,Call,260903,68625,26,29,23,6
20260902,mini,Put,260903,63500,688,613,103,510
20260902,mini,Call,260903,68750,194,151,30,121
20260902,mini,Put,260903,63625,13,16,0,16
20260902,mini,Call,260903,68875,13,33,1,32
20260902,mini,Put,260903,63750,72,52,3,49
20260902,mini,Call,260903,69000,1045,777,133,644
20260902,mini,Put,260903,63875,44,18,7,11
20260902,mini,Call,260903,69125,1,22,0,22
20260902,mini,Put,260903,64000,2171,795,-278,1073
20260902,mini,Call,260903,69250,60,109,14,95
20260902,mini,Put,260903,64125,12,15,4,11
20260902,mini,Call,260903,69375,14,26,-6,32
20260902,mini,Put,260903,64250,137,217,6,211
20260902,mini,Call,260903,69500,474,424,-108,532
20260902,mini,Put,260903,64375,10,144,4,140
20260902,mini,Call,260903,69625,1,5,1,4
20260902,mini,Put,260903,64500,460,350,1,349
20260902,mini,Call,260903,69750,19,32,7,25
20260902,mini,Put,260903,64625,13,14,12,2
20260902,mini,Call,260903,69875,5,7,-3,10
20260902,mini,Put,260903,64750,70,252,3,249
20260902,mini,Call,260903,70000,613,538,-166,704
20260902,mini,Put,260903,64875,2,5,1,4
20260902,mini,Call,260903,70125,2,14,1,13
20260902,mini,Put,260903,65000,393,443,-37,480
20260902,mini,Call,260903,70250,5,11,1,10
20260902,mini,Put,260903,65125,5,14,5,9
20260902,mini,Call,260903,70375,1,4,1,3
20260902,mini,Put,260903,65250,17,69,-9,78
20260902,mini,Call,260903,70500,167,560,-76,636
20260902,mini,Put,260903,65375,17,8,-4,12
20260902,mini,Call,260903,70625,11,11,11,0
20260902,mini,Put,260903,65500,96,253,-12,265
20260902,mini,Call,260903,70750,37,276,37,239
20260902,mini,Put,260903,65625,4,21,-3,24
20260902,mini,Call,260903,70875,2,11,2,9
20260902,mini,Put,260903,65750,16,467,-9,476
20260902,mini,Call,260903,71000,176,828,16,812
20260902,mini,Put,260903,66000,52,219,-4,223
20260902,mini,Call,260903,71125,2,12,-1,13
20260902,mini,Put,260903,66125,6,1,-1,2
20260902,mini,Call,260903,71250,1,7,0,7
20260902,mini,Put,260903,66250,7,74,-4,78
20260902,mini,Call,260903,71375,2,11,2,9
20260902,mini,Put,260903,66375,2,16,0,16
20260902,mini,Call,260903,71500,6,290,0,290
20260902,mini,Put,260903,66500,37,111,-18,129
20260902,mini,Call,260903,71625,0,29,0,29
20260902,mini,Put,260903,66625,0,3,0,3
20260902,mini,Call,260903,71750,0,3,0,3
20260902,mini,Put,260903,66750,5,15,-2,17
20260902,mini,Call,260903,71875,0,4,0,4
20260902,mini,Put,260903,67000,16,10,-16,26
20260902,mini,Call,260903,72000,25,609,-7,616
20260902,mini,Put,260903,67250,4,2,-4,6
20260902,mini,Call,260903,72125,0,213,0,213
20260902,mini,Put,260903,67500,2,10,0,10
20260902,mini,Call,260903,72250,0,577,0,577
20260902,mini,Put,260903,67750,0,5,0,5
20260902,mini,Put,260903,68000,0,12,0,12
20260902,mini,Put,260903,68250,0,2,0,2
20260902,mini,Call,260908,66250,0,2,0,2
20260902,mini,Put,260903,68750,0,4,0,4
20260902,mini,Call,260910,58500,0,2,0,2
20260902,mini,Put,260908,66250,0,2,0,2
20260902,mini,Call,260910,59000,0,3,0,3
20260902,mini,Call,260910,60000,0,1,0,1
20260902,mini,Call,260910,60500,0,1,0,1
20260902,mini,Put,260910,58375,81,215,41,174
20260902,mini,Call,260910,61000,0,3,0,3
20260902,mini,Put,260910,58500,493,759,117,642
20260902,mini,Call,260910,61250,0,31,0,31
20260902,mini,Put,260910,58625,0,2,0,2
20260902,mini,Call,260910,61500,0,22,0,22
20260902,mini,Put,260910,58750,0,39,0,39
20260902,mini,Call,260910,62000,0,7,0,7
20260902,mini,Put,260910,58875,0,3,0,3
20260902,mini,Call,260910,62250,0,2,0,2
20260902,mini,Put,260910,59000,403,607,116,491
20260902,mini,Call,260910,62500,0,5,0,5
20260902,mini,Put,260910,59125,3,3,3,0
20260902,mini,Call,260910,62750,0,29,0,29
20260902,mini,Put,260910,59250,0,6,0,6
20260902,mini,Call,260910,63000,1,75,-1,76
20260902,mini,Put,260910,59375,0,3,0,3
20260902,mini,Call,260910,63250,0,59,0,59
20260902,mini,Put,260910,59500,246,238,74,164
20260902,mini,Call,260910,63500,28,32,-1,33
20260902,mini,Put,260910,59625,0,3,0,3
20260902,mini,Call,260910,63750,0,324,0,324
20260902,mini,Put,260910,59750,0,4,0,4
20260902,mini,Call,260910,64000,246,191,5,186
20260902,mini,Put,260910,59875,4,2,-2,4
20260902,mini,Call,260910,64250,7,349,0,349
20260902,mini,Put,260910,60000,2213,1320,243,1077
20260902,mini,Call,260910,64375,0,1,0,1
20260902,mini,Put,260910,60250,3,10,3,7
20260902,mini,Call,260910,64500,44,189,11,178
20260902,mini,Put,260910,60375,1,8,-1,9
20260902,mini,Call,260910,64625,1,1,1,0
20260902,mini,Put,260910,60500,234,217,37,180
20260902,mini,Call,260910,64750,2,134,0,134
20260902,mini,Put,260910,60750,6,6,2,4
20260902,mini,Call,260910,65000,215,209,37,172
20260902,mini,Put,260910,60875,1,2,-1,3
20260902,mini,Call,260910,65125,1,3,0,3
20260902,mini,Put,260910,61000,835,567,160,407
20260902,mini,Call,260910,65250,2,15,0,15
20260902,mini,Put,260910,61125,0,1,0,1
20260902,mini,Call,260910,65500,272,176,138,38
20260902,mini,Put,260910,61250,2,40,1,39
20260902,mini,Call,260910,65625,0,1,0,1
20260902,mini,Put,260910,61375,0,2,0,2
20260902,mini,Call,260910,65750,16,21,6,15
20260902,mini,Put,260910,61500,168,198,43,155
20260902,mini,Call,260910,65875,0,1,0,1
20260902,mini,Put,260910,61750,2,15,1,14
20260902,mini,Call,260910,66000,513,328,135,193
20260902,mini,Put,260910,61875,3,2,1,1
20260902,mini,Call,260910,66125,0,3,0,3
20260902,mini,Put,260910,62000,1104,685,188,497
20260902,mini,Call,260910,66250,54,85,46,39
20260902,mini,Put,260910,62125,1,1,1,0
20260902,mini,Call,260910,66375,1,1,-1,2
20260902,mini,Put,260910,62250,1,5,0,5
20260902,mini,Call,260910,66500,635,289,128,161
20260902,mini,Put,260910,62500,348,623,107,516
20260902,mini,Call,260910,66625,8,6,0,6
20260902,mini,Put,260910,62750,2,66,0,66
20260902,mini,Call,260910,66750,5,25,5,20
20260902,mini,Put,260910,62875,2,1,0,1
20260902,mini,Call,260910,67000,1201,515,39,476
20260902,mini,Put,260910,63000,2499,977,391,586
20260902,mini,Call,260910,67125,0,2,0,2
20260902,mini,Put,260910,63250,2,57,0,57
20260902,mini,Call,260910,67250,2,49,2,47
20260902,mini,Put,260910,63375,0,3,0,3
20260902,mini,Call,260910,67375,0,1,0,1
20260902,mini,Put,260910,63500,288,205,36,169
20260902,mini,Call,260910,67500,665,526,324,202
20260902,mini,Put,260910,63625,0,1,0,1
20260902,mini,Call,260910,67625,5,0,-5,5
20260902,mini,Put,260910,63750,0,55,0,55
20260902,mini,Call,260910,67750,17,10,-1,11
20260902,mini,Put,260910,63875,0,1,0,1
20260902,mini,Call,260910,67875,1,2,1,1
20260902,mini,Put,260910,64000,415,391,50,341
20260902,mini,Call,260910,68000,977,524,125,399
20260902,mini,Put,260910,64125,0,20,0,20
20260902,mini,Call,260910,68125,10,4,-6,10
20260902,mini,Put,260910,64250,1,214,-1,215
20260902,mini,Call,260910,68250,5,248,-2,250
20260902,mini,Put,260910,64375,0,1,0,1
20260902,mini,Call,260910,68500,541,471,59,412
20260902,mini,Put,260910,64500,148,239,11,228
20260902,mini,Call,260910,68625,0,3,0,3
20260902,mini,Put,260910,64625,2,0,0,0
20260902,mini,Call,260910,68750,22,1747,-19,1766
20260902,mini,Put,260910,64750,6,37,2,35
20260902,mini,Call,260910,69000,733,1480,44,1436
20260902,mini,Put,260910,64875,1,0,-1,1
20260902,mini,Call,260910,69125,0,3,0,3
20260902,mini,Put,260910,65000,275,449,-1,450
20260902,mini,Call,260910,69250,5,44,2,42
20260902,mini,Put,260910,65125,0,2,0,2
20260902,mini,Call,260910,69375,0,3,0,3
20260902,mini,Put,260910,65250,3,13,1,12
20260902,mini,Call,260910,69500,276,236,30,206
20260902,mini,Put,260910,65375,0,2,0,2
20260902,mini,Call,260910,69625,0,1,0,1
20260902,mini,Put,260910,65500,67,104,-11,115
20260902,mini,Call,260910,69750,1,8,0,8
20260902,mini,Put,260910,65625,0,1,0,1
20260902,mini,Call,260910,69875,0,1,0,1
20260902,mini,Put,260910,65750,10,22,-10,32
20260902,mini,Call,260910,70000,781,1084,-2,1086
20260902,mini,Put,260910,66000,55,186,-13,199
20260902,mini,Call,260910,70125,0,3,0,3
20260902,mini,Put,260910,66125,0,1,0,1
20260902,mini,Call,260910,70250,3,21,-3,24
20260902,mini,Put,260910,66250,5,37,-1,38
20260902,mini,Call,260910,70375,1,1,1,0
20260902,mini,Put,260910,66375,0,1,0,1
20260902,mini,Call,260910,70500,96,188,13,175
20260902,mini,Put,260910,66500,44,88,-17,105
20260902,mini,Call,260910,70625,0,1,0,1
20260902,mini,Put,260910,66625,0,1,0,1
20260902,mini,Call,260910,70750,0,3,0,3
20260902,mini,Put,260910,66750,0,11,0,11
20260902,mini,Call,260910,70875,0,1,0,1
20260902,mini,Put,260910,66875,1,0,-1,1
20260902,mini,Call,260910,71000,248,516,-119,635
20260902,mini,Put,260910,67000,14,98,-1,99
20260902,mini,Call,260910,71125,0,2,0,2
20260902,mini,Put,260910,67250,2,5,1,4
20260902,mini,Call,260910,71250,1,8,0,8
20260902,mini,Put,260910,67500,2,27,-2,29
20260902,mini,Call,260910,71375,1,0,-1,1
20260902,mini,Put,260910,67750,2,1,-2,3
20260902,mini,Call,260910,71500,18,149,-6,155
20260902,mini,Put,260910,68000,3,62,0,62
20260902,mini,Call,260910,71750,0,417,0,417
20260902,mini,Put,260910,68250,0,235,0,235
20260902,mini,Call,260910,71875,0,1,0,1
20260902,mini,Put,260910,68375,0,14,0,14
20260902,mini,Call,260910,72000,98,450,-18,468
20260902,mini,Put,260910,68500,14,175,0,175
20260902,mini,Call,260910,72250,1,56,0,56
20260902,mini,Put,260910,68625,0,1,0,1
20260902,mini,Call,260910,72375,0,1,0,1
20260902,mini,Put,260910,68750,10,1452,-9,1461
20260902,mini,Call,260910,72500,97,98,-69,167
20260902,mini,Put,260910,69000,66,732,-59,791
20260902,mini,Call,260910,72625,0,1,0,1
20260902,mini,Put,260910,69250,0,20,0,20
20260902,mini,Call,260910,72750,3,18,0,18
20260902,mini,Put,260910,69500,0,19,0,19
20260902,mini,Call,260910,73000,94,303,-60,363
20260902,mini,Put,260910,69750,0,12,0,12
20260902,mini,Call,260910,73125,0,1,0,1
20260902,mini,Put,260910,69875,0,1,0,1
20260902,mini,Call,260910,73250,0,245,0,245
20260902,mini,Put,260910,70000,1,18,-1,19
20260902,mini,Call,260910,73500,11,134,0,134
20260902,mini,Put,260910,70250,0,45,0,45
20260902,mini,Call,260910,73750,0,9,0,9
20260902,mini,Put,260910,70500,0,64,0,64
20260902,mini,Call,260910,74000,71,267,-21,288
20260902,mini,Put,260910,71000,0,7,0,7
20260902,mini,Call,260910,74250,0,16,0,16
20260902,mini,Put,260910,71250,0,5,0,5
20260902,mini,Call,260910,74500,33,57,-33,90
20260902,mini,Put,260910,71500,0,9,0,9
20260902,mini,Call,260910,74750,1,18,0,18
20260902,mini,Put,260910,71750,0,746,0,746
20260902,mini,Call,260910,74875,0,1,0,1
20260902,mini,Put,260910,72000,0,10,0,10
20260902,mini,Call,260910,75000,147,598,66,532
20260902,mini,Put,260910,72250,0,50,0,50
20260902,mini,Call,260910,75125,1,1,1,0
20260902,mini,Put,260910,72500,0,20,0,20
20260902,mini,Call,260910,75250,20,88,2,86
20260902,mini,Put,260910,72750,0,32,0,32
20260902,mini,Call,260910,75375,10,34,-3,37
20260902,mini,Put,260910,73000,0,77,0,77
20260902,mini,Put,260910,73250,0,245,0,245
20260902,mini,Put,260910,73500,3,94,-3,97
20260902,mini,Call,260915,66250,0,2,0,2
20260902,mini,Put,260910,73750,0,3,0,3
20260902,mini,Put,260910,74000,0,34,0,34
20260902,mini,Put,260910,74250,0,1,0,1
20260902,mini,Call,260917,65750,0,6,0,6
20260902,mini,Put,260910,75000,0,67,0,67
20260902,mini,Call,260917,66000,3,7,0,7
20260902,mini,Put,260910,75250,0,12,0,12
20260902,mini,Call,260917,66250,0,8,0,8
20260902,mini,Call,260917,66500,0,16,0,16
20260902,mini,Call,260917,67000,0,13,0,13
20260902,mini,Put,260915,66250,0,2,0,2
20260902,mini,Call,260917,67750,0,6,0,6
20260902,mini,Call,260917,68000,0,2,0,2
20260902,mini,Call,260917,68250,0,3,0,3
20260902,mini,Put,260917,62375,2,3,1,2
20260902,mini,Call,260917,68750,0,7,0,7
20260902,mini,Put,260917,62500,31,25,11,14
20260902,mini,Call,260917,69000,4,10,-4,14
20260902,mini,Put,260917,63000,4,12,0,12
20260902,mini,Call,260917,70000,1,1,0,1
20260902,mini,Put,260917,63500,1,1,1,0
20260902,mini,Call,260917,72000,0,5,0,5
20260902,mini,Put,260917,64000,2,5,2,3
20260902,mini,Call,260917,72250,1,2,1,1
20260902,mini,Put,260917,64500,0,3,0,3
20260902,mini,Put,260917,65500,0,2,0,2
20260902,mini,Put,260917,65750,0,4,0,4
20260902,mini,Call,260924,66000,0,6,0,6
20260902,mini,Put,260917,66000,0,4,0,4
20260902,mini,Call,260924,66250,0,8,0,8
20260902,mini,Put,260917,66250,0,8,0,8
20260902,mini,Call,260924,66500,0,4,0,4
20260902,mini,Put,260917,66500,0,16,0,16
20260902,mini,Put,260917,67000,0,6,0,6
20260902,mini,Put,260917,68250,0,6,0,6
20260902,mini,Put,260917,68750,0,3,0,3
20260902,mini,Put,260917,69250,0,6,0,6
20260902,mini,Put,260924,63000,1,1,1,0
20260902,mini,Put,260924,66250,0,8,0,8
20260902,mini,Put,260924,66500,0,6,0,6
